"ID","Liceo","Cittadinanza","Scuola Triennale","CDS Triennale","Carriera Triennale","Scuola Magistrale","CDS Magistrale","Carriera Magistrale"
"99601868","Scientifica","ITALIANA","Arc - Urb - Cost","ARCHITETTURA AMBIENTALE","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99603821","Scientifica","ITALIANA","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99598469","Artistica","ITALIANA","Des","DESIGN DEGLI INTERNI","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99600540","TECNICA COMMERCIALE","BOLIVIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99592442","Scientifica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99597772","ESTERA","PORTOGHESE","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99618277","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99596583","ESTERA","CINESE","Des","DESIGN DELLA MODA","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99599239","Artistica","ITALIANA","Arc - Urb - Cost","ARCHITETTURA AMBIENTALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99611013","ESTERA","IRANIANA","Arc - Urb - Cost","URBANISTICA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99597381","TECNICA PER GEOMETRA","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99599757","Classica","ITALIANA","Arc - Urb - Cost","PROGETTAZIONE ARCHITETTONICA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99597937","Scientifica","ITALIANA","Des","DESIGN DEGLI INTERNI","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99622353","TECNICA INDUSTRIALE","ITALIANA","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99597106","TECNICA INDUSTRIALE","ITALIANA","Des","DESIGN DELLA COMUNICAZIONE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99610940","Scientifica","ITALIANA","Arc - Urb - Cost","INGEGNERIA EDILE - ARCHITETTURA","Attiva Triennale","#N/A","#N/A","#N/A"
"99598228","Artistica","ITALIANA","Arc - Urb - Cost","ARCHITETTURA AMBIENTALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99596299","Artistica","ITALIANA","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99596871","ESTERA","TURCA","Ing Ind - Inf","INGEGNERIA MECCANICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99592774","Scientifica","ITALIANA","Des","DESIGN DELLA COMUNICAZIONE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99593019","Artistica","ITALIANA","Des","DESIGN DEGLI INTERNI","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99599783","Scientifica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99592537","ESTERA","CINESE","Ing Ind - Inf","INGEGNERIA MECCANICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99593889","Classica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99625668","Scientifica","ITALIANA","Arc - Urb - Cost","URBANISTICA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99592143","Scientifica","ITALIANA","Arc - Urb - Cost","ARCHITETTURA E PRODUZIONE EDILIZIA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99595388","ESTERA","CAMERUNESE","Ing Ind - Inf","INGEGNERIA INFORMATICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99596655","Scientifica","ITALIANA","Des","DESIGN DELLA COMUNICAZIONE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99592062","Classica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99592773","ESTERA","CINESE","Des","DESIGN DEGLI INTERNI","Disattivata Triennale","#N/A","#N/A","#N/A"
"99591877","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99599735","Scientifica","ITALIANA","Des","DESIGN DEGLI INTERNI","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99598456","Artistica","ITALIANA","Arc - Urb - Cost","ARCHITETTURA AMBIENTALE","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99592256","Scientifica","ITALIANA","Des","DESIGN DELLA COMUNICAZIONE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99598766","Scientifica","ITALIANA","Des","DESIGN DELLA MODA","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99608486","Scientifica","ITALIANA","Arc - Urb - Cost","ARCHITETTURA AMBIENTALE","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99594606","Classica","ITALIANA","Arc - Urb - Cost","PROGETTAZIONE ARCHITETTONICA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99595625","Scientifica","ITALIANA","Des","DESIGN DELLA MODA","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99626940","Classica","ITALIANA","Arc - Urb - Cost","INGEGNERIA EDILE - ARCHITETTURA","Attiva Triennale","#N/A","#N/A","#N/A"
"99597649","Scientifica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99599901","Classica","ITALIANA","Des","DESIGN DELLA MODA","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99595536","ESTERA","CINESE","Arc - Urb - Cost","ARCHITETTURA DELLE COSTRUZIONI","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99598085","ESTERA","CINESE","Des","DESIGN DEGLI INTERNI","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99843718","Scientifica","ITALIANA","Arc - Urb - Cost","PROGETTAZIONE ARCHITETTONICA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99593795","Scientifica","ITALIANA","Arc - Urb - Cost","INGEGNERIA DELL' EDILIZIA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99598831","ESTERA","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99654487","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99598213","ESTERA","CINESE","Des","DESIGN DEGLI INTERNI","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99599296","Artistica","ITALIANA","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99620030","Scientifica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99657015","Scientifica","ITALIANA","Des","DESIGN DEGLI INTERNI","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99596616","ESTERA","TURCA","Des","DESIGN DELLA COMUNICAZIONE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99592729","ESTERA","CINESE","Ing Ind - Inf","INGEGNERIA DEI MATERIALI E DELLE NANOTECNOLOGIE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99623116","Scientifica","ITALIANA","Des","DESIGN DELLA MODA","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99598629","Linguistica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99597672","Scientifica","ITALIANA","Des","DESIGN DELLA COMUNICAZIONE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99599490","Scientifica","ITALIANA","Des","DESIGN DELLA MODA","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99596237","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99601088","ESTERA","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99594368","ESTERA","TURCA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99623119","TECNICA PER GEOMETRA","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99599261","Artistica","ITALIANA","Arc - Urb - Cost","ARCHITETTURA DELLE COSTRUZIONI","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99597034","Scientifica","ITALIANA","Des","DESIGN DELLA COMUNICAZIONE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99595497","TECNICA INDUSTRIALE","RUMENA","Ing Ind - Inf","INGEGNERIA INFORMATICA","S","#N/A","#N/A","#N/A"
"99599877","Artistica","ITALIANA","Arc - Urb - Cost","PROGETTAZIONE ARCHITETTONICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99592956","Scientifica","PERUVIANA","Ing - Civ","INGEGNERIA CIVILE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99597868","ESTERA","CINESE","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99600503","Classica","ITALIANA","Arc - Urb - Cost","PROGETTAZIONE ARCHITETTONICA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99598312","Classica","ITALIANA","Arc - Urb - Cost","ARCHITETTURA AMBIENTALE","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99612818","ESTERA","CANADESE","Arc - Urb - Cost","URBANISTICA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99595546","Scientifica","ITALIANA","Des","DESIGN DEGLI INTERNI","Disattivata Triennale","#N/A","#N/A","#N/A"
"99599503","Scientifica","ITALIANA","Arc - Urb - Cost","URBANISTICA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99624687","Artistica","ITALIANA","Arc - Urb - Cost","ARCHITETTURA E PRODUZIONE EDILIZIA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99734919","ESTERA","PERUVIANA","Ing Ind - Inf","INGEGNERIA ENERGETICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99612055","Classica","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRONICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99600024","Artistica","ITALIANA","Des","DESIGN DELLA COMUNICAZIONE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99598412","Artistica","ITALIANA","Des","DESIGN DEGLI INTERNI","Attiva Triennale","#N/A","#N/A","#N/A"
"99598509","Scientifica","ITALIANA","Des","DESIGN DEGLI INTERNI","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99599793","Professionale","ITALIANA","Des","DESIGN DELLA COMUNICAZIONE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99591630","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99592305","Artistica","ITALIANA","Arc - Urb - Cost","PROGETTAZIONE ARCHITETTONICA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99624991","Professionale","ITALIANA","Arc - Urb - Cost","ARCHITETTURA E PRODUZIONE EDILIZIA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99595458","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99597997","Scientifica","ITALIANA","Des","DESIGN DEGLI INTERNI","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99626354","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99598821","Scientifica","ITALIANA","Arc - Urb - Cost","ARCHITETTURA E PRODUZIONE EDILIZIA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99592446","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA PER L'AMBIENTE E IL TERRITORIO","Attiva Triennale","#N/A","#N/A","#N/A"
"99656606","Artistica","ITALIANA","Arc - Urb - Cost","PROGETTAZIONE ARCHITETTONICA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99593612","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DEI MATERIALI E DELLE NANOTECNOLOGIE","Attiva Triennale","#N/A","#N/A","#N/A"
"99596522","Classica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99624517","Artistica","ITALIANA","Des","DESIGN DELLA MODA","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99600634","Scientifica","ITALIANA","Arc - Urb - Cost","PROGETTAZIONE ARCHITETTONICA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99597658","Scientifica","ITALIANA","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99598686","Classica","ITALIANA","Des","DESIGN DELLA COMUNICAZIONE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99596528","ESTERA","CAMERUNESE","Ing Ind - Inf","INGEGNERIA MECCANICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99639883","Professionale","ITALIANA","Des","DESIGN DELLA COMUNICAZIONE","Attiva Triennale","#N/A","#N/A","#N/A"
"99596381","Artistica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","S","#N/A","#N/A","#N/A"
"99595462","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99601622","ESTERA","TURCA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99598888","Magistrale","ITALIANA","Des","DESIGN DELLA COMUNICAZIONE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99624279","TECNICA INDUSTRIALE","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99594692","ESTERA","TURCA","Ing Ind - Inf","INGEGNERIA ELETTRONICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99604855","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99659882","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99602189","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DELLE TELECOMUNICAZIONI","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99600286","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99592084","TECNICA COMMERCIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99847940","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99596302","Professionale","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99595402","ESTERA","IRANIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","S","#N/A","#N/A","#N/A"
"99608437","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ENERGETICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99967225","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Attiva Triennale","#N/A","#N/A","#N/A"
"99605611","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA PER L'AMBIENTE E IL TERRITORIO","Disattivata Triennale","#N/A","#N/A","#N/A"
"99595286","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99597659","Artistica","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99601318","ESTERA","IRANIANA","Ing Ind - Inf","INGEGNERIA DELLE TELECOMUNICAZIONI","Attiva Triennale","#N/A","#N/A","#N/A"
"99609591","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99594490","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99598078","ESTERA","PERUVIANA","Ing Ind - Inf","INGEGNERIA ELETTRONICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99596627","ESTERA","TURCA","Ing Ind - Inf","INGEGNERIA ELETTRONICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99612484","TECNICA COMMERCIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRONICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99595447","TECNICA INDUSTRIALE","ITALIANA","Arc - Urb - Cost","INGEGNERIA DELL' EDILIZIA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99597426","Scientifica","ALBANESE","Ing - Civ","INGEGNERIA CIVILE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99592779","ESTERA","CINESE","Ing Ind - Inf","INGEGNERIA ELETTRICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99619289","TECNICA AERONAUTICA","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRONICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99592229","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99595070","TECNICA COMMERCIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA DELL'AUTOMAZIONE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99595196","Classica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99610420","ESTERA","KAZAKA","Ing Ind - Inf","INGEGNERIA MECCANICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99600160","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA PER L'AMBIENTE E IL TERRITORIO","Disattivata Triennale","#N/A","#N/A","#N/A"
"99594525","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99593277","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99596709","ESTERA","IRANIANA","Ing - Civ","INGEGNERIA CIVILE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99597529","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99608673","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DEI MATERIALI E DELLE NANOTECNOLOGIE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99608375","Classica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99696429","TECNICA INDUSTRIALE","ITALIANA","Arc - Urb - Cost","INGEGNERIA DELL' EDILIZIA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99593003","ESTERA","TURCA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99598095","ESTERA","CINESE","Ing Ind - Inf","INGEGNERIA DELLE TELECOMUNICAZIONI","Attiva Triennale","#N/A","#N/A","#N/A"
"99592819","ESTERA","IRANIANA","Ing Ind - Inf","INGEGNERIA CHIMICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99594852","ESTERA","TURCA","Arc - Urb - Cost","INGEGNERIA DELL' EDILIZIA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99596841","ESTERA","TURCA","Ing Ind - Inf","INGEGNERIA DELLE TELECOMUNICAZIONI","Disattivata Triennale","#N/A","#N/A","#N/A"
"99593961","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99606304","Classica","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Attiva Triennale","#N/A","#N/A","#N/A"
"99595098","ESTERA","TURCA","Arc - Urb - Cost","INGEGNERIA DELL' EDILIZIA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99969613","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99608751","Classica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99601225","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99657561","ESTERA","ITALIANA","Ing Ind - Inf","INGEGNERIA DELLE TELECOMUNICAZIONI","Disattivata Triennale","#N/A","#N/A","#N/A"
"99609484","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99600772","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99654967","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99595332","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99595305","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Attiva Triennale","#N/A","#N/A","#N/A"
"99596674","ESTERA","ALBANESE","Ing - Civ","INGEGNERIA CIVILE","Attiva Triennale","#N/A","#N/A","#N/A"
"99806725","ESTERA","ALBANESE","Ing Ind - Inf","INGEGNERIA DEI MATERIALI E DELLE NANOTECNOLOGIE","Attiva Triennale","#N/A","#N/A","#N/A"
"99660167","Scientifica","CINGALESE","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Attiva Triennale","#N/A","#N/A","#N/A"
"99609080","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99605897","TECNICA INDUSTRIALE","PERUVIANA","Ing Ind - Inf","INGEGNERIA DELLE TELECOMUNICAZIONI","Attiva Triennale","#N/A","#N/A","#N/A"
"99609021","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","S","#N/A","#N/A","#N/A"
"99593484","ESTERA","ANGOLA","Ing - Civ","INGEGNERIA CIVILE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99601617","ESTERA","TURCA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Attiva Triennale","#N/A","#N/A","#N/A"
"99600130","ESTERA","CINESE","Arc - Urb - Cost","INGEGNERIA DELL' EDILIZIA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99600229","ESTERA","CINESE","Arc - Urb - Cost","INGEGNERIA DELL' EDILIZIA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99603969","ESTERA","IRANIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99595467","ESTERA","CINESE","Ing Ind - Inf","INGEGNERIA DELLE TELECOMUNICAZIONI","Disattivata Triennale","#N/A","#N/A","#N/A"
"99596392","ESTERA","IRANIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99595726","ESTERA","TURCA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99598303","ESTERA","CINESE","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99600424","ESTERA","CINESE","Ing Ind - Inf","INGEGNERIA ELETTRICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99596851","ESTERA","CINESE","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99656536","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA CHIMICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99600299","ESTERA","IRANIANA","Ing Ind - Inf","INGEGNERIA FISICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99592551","ESTERA","CINESE","Ing - Civ","INGEGNERIA CIVILE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99601467","Scientifica","ITALIANA","Arc - Urb - Cost","INGEGNERIA DELL' EDILIZIA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99593026","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99596560","ESTERA","CINESE","Ing Ind - Inf","INGEGNERIA ELETTRICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99596549","ESTERA","CAMERUNESE","Ing Ind - Inf","INGEGNERIA CHIMICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99597219","ESTERA","IRANIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99596744","ESTERA","CINESE","Ing - Civ","INGEGNERIA PER L'AMBIENTE E IL TERRITORIO","Attiva Triennale","#N/A","#N/A","#N/A"
"99595482","ESTERA","CINESE","Ing - Civ","INGEGNERIA CIVILE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99594328","ESTERA","IRANIANA","Ing - Civ","INGEGNERIA CIVILE","Disattivata Triennale","#N/A","#N/A","#N/A"
